filename,file_path,size_mb,file_type,num_pages,release_date
125742_S1_M5_5351_c4591001-fa-interim-efficacy-response.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-fa-interim-efficacy-response.pdf,2.39,pdf,63.0,01032022
125742_S1_M5_c4591001-T-S-updated-reacto-tlf.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-T-S-updated-reacto-tlf.pdf,17.43,pdf,180.0,01032022
FDA-CBER-2021-5683-0021964 to -0021980_125742_S1_M5_c4591001-A-P-adae-vax-tier2-p3-saf-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0021964 to -0021980_125742_S1_M5_c4591001-A-P-adae-vax-tier2-p3-saf-sas.txt,0.02,txt,,01032022
FDA-CBER-2021-5683-0023500 to -0023507_125742_S1_M5_c4591001-A-c4591001-phase-1-subjects-from-dmw.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023500 to -0023507_125742_S1_M5_c4591001-A-c4591001-phase-1-subjects-from-dmw.xlsx,0.03,xlsx,,01032022
125742_S1_M1_cover.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_cover.pdf,1.32,pdf,6.0,01032022
125742_S1_M5_c4591001-A-report-cci-rheumatic.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-rheumatic.pdf,0.61,pdf,2.0,01032022
125742_S1_M5_CRF_c4591001-1085-10851116.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_CRF_c4591001-1085-10851116.pdf,1.19,pdf,143.0,01032022
125742_S1_M1_userfee.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_userfee.pdf,0.61,pdf,2.0,01032022
125742_S1_M2_26_pharmkin-written-summary.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M2_26_pharmkin-written-summary.pdf,1.43,pdf,10.0,01032022
FDA-CBER-2021-5683-0023983 to -0023984_125742_S1_M5_c4591001-A-report-cci-rheumatic.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023983 to -0023984_125742_S1_M5_c4591001-A-report-cci-rheumatic.xlsx,0.02,xlsx,,01032022
125742_S1_M5_c4591001-T-S-suppl-arg.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-T-S-suppl-arg.pdf,0.72,pdf,3.0,01032022
125742_S1_M5_5351_c4591001-fa-interim-oversight-committees.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-fa-interim-oversight-committees.pdf,2.29,pdf,60.0,01032022
125742_S1_M5_5351_c4591001-ad-hoc-label-tables.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-ad-hoc-label-tables.pdf,0.87,pdf,14.0,01032022
FDA-CBER-2021-5683-0022063 to -0022135_125742_S1_M5_c4591001-A-P-adce-s010-lr-p3-saf-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022063 to -0022135_125742_S1_M5_c4591001-A-P-adce-s010-lr-p3-saf-sas.txt,0.07,txt,,01032022
125742_S1_M1_ipsp-agreed-letter.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_ipsp-agreed-letter.pdf,0.64,pdf,2.0,01032022
FDA-CBER-2021-5683-0022766 to -0022792_125742_S1_M5_c4591001-A-P-adsl-fu-d2-p3-saf-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022766 to -0022792_125742_S1_M5_c4591001-A-P-adsl-fu-d2-p3-saf-sas.txt,0.03,txt,,01032022
FDA-CBER-2021-5683-0023711 to -0023875_125742_S1_M5_c4591001-A-newlist-c4591001-6k-participants-enrolled-v3-17sep2020.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023711 to -0023875_125742_S1_M5_c4591001-A-newlist-c4591001-6k-participants-enrolled-v3-17sep2020.xlsx,0.08,xlsx,,01032022
125742_S1_M1_356h.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_356h.pdf,0.7,pdf,6.0,01032022
125742_S1_M5_c4591001-A-201114-hiv-preferred-terms.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-201114-hiv-preferred-terms.pdf,0.59,pdf,2.0,01032022
FDA-CBER-2021-5683-0023932_125742_S1_M5_c4591001-A-report-cci-hemiplegia.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023932_125742_S1_M5_c4591001-A-report-cci-hemiplegia.xlsx,0.01,xlsx,,01032022
125742_S1_M5_c4591001-A-c4591001-phase-1-subjects-from-dmw.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-c4591001-phase-1-subjects-from-dmw.pdf,0.62,pdf,8.0,01032022
FDA-CBER-2021-5683-0022041 to -0022053_125742_S1_M5_c4591001-A-P-adc19ef-ve-cov-7pd2-wo-sg-eval-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022041 to -0022053_125742_S1_M5_c4591001-A-P-adc19ef-ve-cov-7pd2-wo-sg-eval-sas.txt,0.02,txt,,01032022
FDA-CBER-2021-5683-0022365 to -0022560_125742_S1_M5_c4591001-A-P-adds-s002-all-p3-rand-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022365 to -0022560_125742_S1_M5_c4591001-A-P-adds-s002-all-p3-rand-sas.txt,0.15,txt,,01032022
FDA-CBER-2021-5683-0022601 to -0022617_125742_S1_M5_c4591001-A-P-admh-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022601 to -0022617_125742_S1_M5_c4591001-A-P-admh-sas.txt,0.02,txt,,01032022
FDA-CBER-2021-5683-0023919 to -0023921_125742_S1_M5_c4591001-A-report-cci-cerebrovascular.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023919 to -0023921_125742_S1_M5_c4591001-A-report-cci-cerebrovascular.xlsx,0.01,xlsx,,01032022
FDA-CBER-2021-5683-0023878_125742_S1_M5_c4591001-A-report-cci-aids-hiv.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023878_125742_S1_M5_c4591001-A-report-cci-aids-hiv.xlsx,0.02,xlsx,,01032022
125742_S1_M5_c4591001-A-bmi-12-15-scale.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-bmi-12-15-scale.pdf,0.61,pdf,3.0,01032022
FDA-CBER-2021-5683-0022326 to -0022345_125742_S1_M5_c4591001-A-P-adcevd-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022326 to -0022345_125742_S1_M5_c4591001-A-P-adcevd-sas.txt,0.03,txt,,01032022
125742_S1_M1_us-agent-authorization.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_us-agent-authorization.pdf,1.03,pdf,2.0,01032022
125742_S1_M5_c4591001-T-S-roadmap.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-T-S-roadmap.pdf,0.69,pdf,4.0,01032022
125742_S1_M5_c4591001-A-newlist-c4591001-6k-participants-enrolled-v3-17sep2020.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-newlist-c4591001-6k-participants-enrolled-v3-17sep2020.pdf,0.83,pdf,141.0,01032022
125742_S1_M5_5351_c4591001-fa-interim-compliance.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-fa-interim-compliance.pdf,2.04,pdf,49.0,01032022
125742_S1_M5_c4591001-A-report-cci-aids-hiv.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-aids-hiv.pdf,0.61,pdf,2.0,01032022
FDA-CBER-2021-5683-0021888 to -0021901_125742_S1_M5_c4591001-A-P-adae-s091-all-pd2-p3-saf1-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0021888 to -0021901_125742_S1_M5_c4591001-A-P-adae-s091-all-pd2-p3-saf1-sas.txt,0.01,txt,,01032022
FDA-CBER-2021-5683-0023150 to -0023454_125742_S1_M5_c4591001-A-define.xml,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023150 to -0023454_125742_S1_M5_c4591001-A-define.xml,1.37,xml,,01032022
125742_S1_M5_c4591001-A-report-cci-dementia.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-dementia.pdf,0.61,pdf,1.0,01032022
125742_S1_M5_c4591001-A-report-cci-renal.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-renal.pdf,0.61,pdf,2.0,01032022
125742_S1_M5_c4591001-A-comorbidity-categories.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-comorbidity-categories.pdf,0.62,pdf,1.0,01032022
125742_S1_M5_CRF_c4591001-1085-10851216.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_CRF_c4591001-1085-10851216.pdf,1.22,pdf,156.0,01032022
125742_S1_M5_c4591001-A-c4591001-subject-list-for-12-25-immuno-analysis-27jan2021.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-c4591001-subject-list-for-12-25-immuno-analysis-27jan2021.pdf,0.61,pdf,15.0,01032022
FDA-CBER-2021-5683-0023550 to -0023569_125742_S1_M5_c4591001-A-first-c4591001-360-participants-enrolled-v1-13aug20-update.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023550 to -0023569_125742_S1_M5_c4591001-A-first-c4591001-360-participants-enrolled-v1-13aug20-update.xlsx,0.02,xlsx,,01032022
125742_S1_M5_c4591001-A-report-cci-mi.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-mi.pdf,0.61,pdf,1.0,01032022
125742_S1_M1_financial-cert-3454.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_financial-cert-3454.pdf,3.44,pdf,81.0,01032022
125742_S1_M4_4223_R-20-0072.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M4_4223_R-20-0072.pdf,5.21,pdf,37.0,01032022
FDA-CBER-2021-5683-0023523 to -0023538_125742_S1_M5_c4591001-A-c4591001-subject-list-for-12-25-immuno-analysis-27jan2021.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023523 to -0023538_125742_S1_M5_c4591001-A-c4591001-subject-list-for-12-25-immuno-analysis-27jan2021.xlsx,0.02,xlsx,,01032022
FDA-CBER-2021-5683-0023987_125742_S1_M5_c4591001-A-201114-hiv-preferred-terms.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023987_125742_S1_M5_c4591001-A-201114-hiv-preferred-terms.xlsx,0.02,xlsx,,01032022
FDA-CBER-2021-5683-0022867 to -0023006_125742_S1_M5_c4591001-A-P-adsl-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022867 to -0023006_125742_S1_M5_c4591001-A-P-adsl-sas.txt,0.19,txt,,01032022
125742_S1_M5_5351_c4591001-fa-interim-excluded-patients-sensitive.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-fa-interim-excluded-patients-sensitive.pdf,15.7,pdf,1448.0,01032022
125742_S1_M5_c4591001-A-report-cci-leukemia.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-leukemia.pdf,0.62,pdf,3.0,01032022
125742_S1_M5_c4591001-A-report-cci-any-malignancy.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-any-malignancy.pdf,0.65,pdf,16.0,01032022
FDA-CBER-2021-5683-0023971 to -0023972_125742_S1_M5_c4591001-A-report-cci-periph-vasc.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023971 to -0023972_125742_S1_M5_c4591001-A-report-cci-periph-vasc.xlsx,0.01,xlsx,,01032022
FDA-CBER-2021-5683-0023955 to -0023958_125742_S1_M5_c4591001-A-report-cci-metastatic-tumour.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023955 to -0023958_125742_S1_M5_c4591001-A-report-cci-metastatic-tumour.xlsx,0.01,xlsx,,01032022
125742_S1_M5_5351_c4591001-fa-interim-excluded-patients.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-fa-interim-excluded-patients.pdf,1.81,pdf,13.0,01032022
125742_S1_M5_c4591001-A-report-cci-periph-vasc.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-periph-vasc.pdf,0.62,pdf,3.0,01032022
125742_S1_M5_c4591001-T-S-summary-differences-csr-vs-update.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-T-S-summary-differences-csr-vs-update.pdf,0.65,pdf,3.0,01032022
125742_S1_M5_c4591001-A-report-cci-chf.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-chf.pdf,0.61,pdf,2.0,01032022
125742_S1_M5_5351_c4591001-interim-mth6-protocol.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-interim-mth6-protocol.pdf,36.94,pdf,2346.0,01032022
125742_S1_M5_5351_c4591001-interim-mth6-oversight-committees.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-interim-mth6-oversight-committees.pdf,13.0,pdf,61.0,01032022
FDA-CBER-2021-5683-0023936 to -0023937_125742_S1_M5_c4591001-A-report-cci-leukemia.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023936 to -0023937_125742_S1_M5_c4591001-A-report-cci-leukemia.xlsx,0.01,xlsx,,01032022
125742_S1_M5_c4591001-A-report-cci-mod-sev-liver.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-mod-sev-liver.pdf,0.61,pdf,1.0,01032022
125742_S1_M5_5351_c4591001-fa-interim-lab-measurements-sensitive.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-fa-interim-lab-measurements-sensitive.pdf,4.78,pdf,217.0,01032022
125742_S1_M4_4223_185350.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M4_4223_185350.pdf,1.4,pdf,77.0,01032022
125742_S1_M1_3674.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_3674.pdf,5.12,pdf,2.0,01032022
125742_S1_M2_22_introduction.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M2_22_introduction.pdf,0.65,pdf,2.0,01032022
FDA-CBER-2021-5683-0023540_125742_S1_M5_c4591001-A-comorbidity-categories.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023540_125742_S1_M5_c4591001-A-comorbidity-categories.xlsx,0.02,xlsx,,01032022
125742_S1_M2_27_synopses-indiv-studies.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M2_27_synopses-indiv-studies.pdf,1.75,pdf,2.0,01032022
125742_S1_M2_24_nonclinical-overview.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M2_24_nonclinical-overview.pdf,1.61,pdf,36.0,01032022
125742_S1_M5_c4591001-A-report-cci-cerebrovascular.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-cerebrovascular.pdf,0.62,pdf,3.0,01032022
FDA-CBER-2021-5683-0023930_125742_S1_M5_c4591001-A-report-cci-diabetes-without-comp.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023930_125742_S1_M5_c4591001-A-report-cci-diabetes-without-comp.xlsx,0.01,xlsx,,01032022
FDA-CBER-2021-5683-0022028 to -0022040_125742_S1_M5_c4591001-A-P-adc19ef-ve-cov-7pd2-sg-eval-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022028 to -0022040_125742_S1_M5_c4591001-A-P-adc19ef-ve-cov-7pd2-sg-eval-sas.txt,0.02,txt,,01032022
FDA-CBER-2021-5683-0023490 to -0023491_125742_S1_M5_c4591001-A-bmi-12-15-scale.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023490 to -0023491_125742_S1_M5_c4591001-A-bmi-12-15-scale.xlsx,0.01,xlsx,,01032022
FDA-CBER-2021-5683-0023965_125742_S1_M5_c4591001-A-report-cci-mod-sev-liver.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023965_125742_S1_M5_c4591001-A-report-cci-mod-sev-liver.xlsx,0.01,xlsx,,01032022
FDA-CBER-2021-5683-0023924_125742_S1_M5_c4591001-A-report-cci-chf.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023924_125742_S1_M5_c4591001-A-report-cci-chf.xlsx,0.01,xlsx,,01032022
FDA-CBER-2021-5683-0021916 to -0021929_125742_S1_M5_c4591001-A-P-adae-s092-all-unb-p3-saf-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0021916 to -0021929_125742_S1_M5_c4591001-A-P-adae-s092-all-unb-p3-saf-sas.txt,0.01,txt,,01032022
125742_S1_M1_fast-track-designation.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_fast-track-designation.pdf,0.63,pdf,2.0,01032022
FDA-CBER-2021-5683-0022136 to -0022325_125742_S1_M5_c4591001-A-P-adce-s020-se-p3-saf-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022136 to -0022325_125742_S1_M5_c4591001-A-P-adce-s020-se-p3-saf-sas.txt,0.19,txt,,01032022
125742_S1_M5_5351_c4591001-fa-interim-lab-measurements.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-fa-interim-lab-measurements.pdf,12.02,pdf,671.0,01032022
FDA-CBER-2021-5683-0023967_125742_S1_M5_c4591001-A-report-cci-peptic-ulcer.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023967_125742_S1_M5_c4591001-A-report-cci-peptic-ulcer.xlsx,0.01,xlsx,,01032022
FDA-CBER-2021-5683-0022054 to -0022062_125742_S1_M5_c4591001-A-P-adc19ef-ve-sev-cov-pd1-aai-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022054 to -0022062_125742_S1_M5_c4591001-A-P-adc19ef-ve-sev-cov-pd1-aai-sas.txt,0.01,txt,,01032022
125742_S1_M5_5351_c4591001-fa-interim-compliance-sensitive.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-fa-interim-compliance-sensitive.pdf,1.26,pdf,3.0,01032022
125742_S1_M5_CRF_c4591001-1085-10851018.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_CRF_c4591001-1085-10851018.pdf,2.25,pdf,423.0,01032022
125742_S1_M5_c4591001-A-report-cci-metastatic-tumour.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-metastatic-tumour.pdf,0.62,pdf,4.0,01032022
FDA-CBER-2021-5683-0022568 to -0022600_125742_S1_M5_c4591001-A-P-adfacevd-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022568 to -0022600_125742_S1_M5_c4591001-A-P-adfacevd-sas.txt,0.05,txt,,01032022
FDA-CBER-2021-5683-0022692 to -0022765_125742_S1_M5_c4591001-A-P-adsl-demo-7d-wwo-eval-eff-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022692 to -0022765_125742_S1_M5_c4591001-A-P-adsl-demo-7d-wwo-eval-eff-sas.txt,0.07,txt,,01032022
FDA-CBER-2021-5683-0022793 to -0022866_125742_S1_M5_c4591001-A-P-adsl-s005-demo-all-p3-saf-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0022793 to -0022866_125742_S1_M5_c4591001-A-P-adsl-s005-demo-all-p3-saf-sas.txt,0.07,txt,,01032022
125742_S1_M5_c4591001-A-report-cci-diabetes-without-comp.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-diabetes-without-comp.pdf,0.61,pdf,1.0,01032022
125742_S1_M5_5351_c4591001-fa-interim-errata.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_5351_c4591001-fa-interim-errata.pdf,2.27,pdf,1.0,01032022
125742_S1_M1_waiver-req-designated-suffix.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_waiver-req-designated-suffix.pdf,2.74,pdf,4.0,01032022
FDA-CBER-2021-5683-0023963_125742_S1_M5_c4591001-A-report-cci-mild-liver.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023963_125742_S1_M5_c4591001-A-report-cci-mild-liver.xlsx,0.01,xlsx,,01032022
125742_S1_M5_c4591001-A-report-cci-peptic-ulcer.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-peptic-ulcer.pdf,0.61,pdf,1.0,01032022
FDA-CBER-2021-5683-0023944 to -0023950_125742_S1_M5_c4591001-A-report-cci-lymphoma.xlsx,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023944 to -0023950_125742_S1_M5_c4591001-A-report-cci-lymphoma.xlsx,0.02,xlsx,,01032022
125742_S1_M1_debarment.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M1_debarment.pdf,0.64,pdf,1.0,01032022
FDA-CBER-2021-5683-0021944 to -0021963_125742_S1_M5_c4591001-A-P-adae-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0021944 to -0021963_125742_S1_M5_c4591001-A-P-adae-sas.txt,0.03,txt,,01032022
125742_S1_M5_c4591001-A-report-cci-hemiplegia.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-hemiplegia.pdf,0.61,pdf,1.0,01032022
FDA-CBER-2021-5683-0023455 to -0023486_125742_S1_M5_c4591001-A-define-2-0-0.xsl,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0023455 to -0023486_125742_S1_M5_c4591001-A-define-2-0-0.xsl,0.18,xsl,,01032022
125742_S1_M5_c4591001-A-adrg.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-adrg.pdf,1.54,pdf,84.0,01032022
125742_S1_M5_c4591001-T-S-final-reacto-tables-track.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-T-S-final-reacto-tables-track.pdf,2.22,pdf,104.0,01032022
FDA-CBER-2021-5683-0021981 to -0022027_125742_S1_M5_c4591001-A-P-adc19ef-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0021981 to -0022027_125742_S1_M5_c4591001-A-P-adc19ef-sas.txt,0.08,txt,,01032022
FDA-CBER-2021-5683-0021930 to -0021943_125742_S1_M5_c4591001-A-P-adae-s092-cr-cut-p3x-saf-sas.txt,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/FDA-CBER-2021-5683-0021930 to -0021943_125742_S1_M5_c4591001-A-P-adae-s092-cr-cut-p3x-saf-sas.txt,0.01,txt,,01032022
125742_S1_M5_c4591001-A-report-cci-pulmonary.pdf,/Users/arihantchoudhary/GitHub/Klarity/uploads/Pfizer/Rel_01032022/125742_S1_M5_c4591001-A-report-cci-pulmonary.pdf,0.61,pdf,2.0,01032022
